block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-11,camel,camel_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it drink water?
-1,-10,strawberry,strawberry_1.wav,nomask,visual,yes,visual-yes,4,Is it small?
-1,-9,apple,apple_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Is it used for cider?
-1,-8,raccoon,raccoon_2.wav,nomask,visual,no,visual-no,5,Does it have a beak?
-1,-7,grasshopper,grasshopper_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in grass?
-1,-6,dog,dog_2.wav,nomask,visual,yes,visual-yes,4,Does it have hair?
-1,-5,giraffe,giraffe_1.wav,nomask,visual,yes,visual-yes,3,Does it have long legs?
-1,-4,zebra,zebra_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it run fast?
-1,-3,chicken,chicken_1.wav,nomask,visual,yes,visual-yes,1,Does it have feathers?
-1,-2,pig,pig_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it smelly?
-1,-1,swan,swan_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it graceful?
0,0,raccoon,raccoon_3.wav,mask,visual,yes,visual-yes,4,Does it have stripes?
0,1,grasshopper,grasshopper_2.wav,nomask,nonvisual,no,nonvisual-no,2,Is it hunted by people?
0,2,zebra,zebra_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it run fast?
0,3,pig,pig_1.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it like mud?
0,4,swan,swan_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it graceful?
0,5,grasshopper,grasshopper_4.wav,nomask,nonvisual,no,nonvisual-no,4,Is it unable to fly?
0,6,dog,dog_3.wav,mask,visual,yes,visual-yes,5,Does it have a nose?
0,7,chicken,chicken_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it lay eggs?
0,8,raccoon,raccoon_4.wav,nomask,nonvisual,no,nonvisual-no,2,Is it used for protection?
0,9,zebra,zebra_3.wav,mask,visual,yes,visual-yes,4,Does it have a mane?
0,10,chicken,chicken_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it eat grain?
0,11,giraffe,giraffe_3.wav,nomask,visual,yes,visual-yes,1,Does it have spots?
0,12,grasshopper,grasshopper_3.wav,nomask,visual,no,visual-no,3,Does it have an engine?
0,13,giraffe,giraffe_2.wav,mask,nonvisual,no,nonvisual-no,4,Is it an insect?
0,14,zebra,zebra_2.wav,mask,visual,yes,visual-yes,1,Does it have stripes?
0,15,raccoon,raccoon_3.wav,nomask,nonvisual,no,nonvisual-no,3,Is it used for holding beer?
0,16,grasshopper,grasshopper_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in grass?
0,17,swan,swan_4.wav,mask,visual,yes,visual-yes,1,Does it have a long neck?
0,18,camel,camel_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it drink water?
0,19,pig,pig_2.wav,mask,visual,yes,visual-yes,5,Is it muddy?
0,20,zebra,zebra_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it travel in herds?
0,21,swan,swan_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
0,22,chicken,chicken_3.wav,mask,nonvisual,no,nonvisual-no,2,Is it a mammal?
0,23,pig,pig_2.wav,mask,visual,no,visual-no,3,Does it have whiskers?
0,24,dog,dog_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it a pet?
0,25,giraffe,giraffe_4.wav,nomask,visual,no,visual-no,2,Does it have warts?
0,26,swan,swan_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live on water?
0,27,camel,camel_3.wav,nomask,visual,yes,visual-yes,1,Does it have a hump?
0,28,zebra,zebra_1.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in Africa?
0,29,strawberry,strawberry_2.wav,mask,visual,yes,visual-yes,1,Is it red?
0,30,dog,dog_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used for protection?
0,31,apple,apple_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it eaten in pies?
0,32,pig,pig_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live on farms?
0,33,raccoon,raccoon_3.wav,mask,visual,yes,visual-yes,1,Is it black?
0,34,camel,camel_2.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it spit?
0,35,giraffe,giraffe_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in Africa?
0,36,chicken,chicken_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it eaten by frying?
0,37,raccoon,raccoon_2.wav,nomask,visual,no,visual-no,3,Does it have green leaves?
0,38,swan,swan_2.wav,nomask,nonvisual,no,nonvisual-no,4,Does it travel in herds?
0,39,raccoon,raccoon_1.wav,mask,visual,no,visual-no,4,Does it have a long neck?
0,40,dog,dog_2.wav,nomask,visual,yes,visual-yes,3,Does it have a tail?
0,41,pig,pig_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,42,grasshopper,grasshopper_1.wav,mask,visual,yes,visual-yes,4,Does it have antennae?
0,43,camel,camel_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it live in the desert?
0,44,strawberry,strawberry_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it taste sweet?
0,45,raccoon,raccoon_2.wav,mask,visual,yes,visual-yes,3,Does it have eyes?
0,46,giraffe,giraffe_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in zoos?
0,47,raccoon,raccoon_3.wav,mask,nonvisual,no,nonvisual-no,4,Does it spit?
0,48,chicken,chicken_2.wav,nomask,visual,yes,visual-yes,2,Does it have wings?
0,49,apple,apple_2.wav,nomask,visual,yes,visual-yes,2,Is it green?
0,50,camel,camel_4.wav,mask,nonvisual,no,nonvisual-no,5,Does it live in a coop?
0,51,apple,apple_4.wav,nomask,nonvisual,no,nonvisual-no,2,Does it live in Africa?
0,52,giraffe,giraffe_2.wav,mask,nonvisual,no,nonvisual-no,2,Is it hunted by people?
0,53,strawberry,strawberry_2.wav,nomask,visual,yes,visual-yes,3,Does it have green leaves?
0,54,dog,dog_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
0,55,strawberry,strawberry_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it used for making jam?
0,56,apple,apple_1.wav,mask,visual,yes,visual-yes,1,Is it red?
0,57,grasshopper,grasshopper_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it found in summer?
0,58,chicken,chicken_3.wav,mask,visual,yes,visual-yes,3,Does it have a beak?
0,59,grasshopper,grasshopper_1.wav,mask,nonvisual,no,nonvisual-no,1,Does it require a conductor?
0,60,apple,apple_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
0,61,camel,camel_4.wav,mask,visual,no,visual-no,5,Does it have green leaves?
0,62,apple,apple_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Is it used for cider?
0,63,strawberry,strawberry_4.wav,mask,visual,yes,visual-yes,2,Does it have seeds?
1,64,raccoon,raccoon_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it furry?
1,65,camel,camel_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it a mammal?
1,66,grasshopper,grasshopper_4.wav,mask,visual,no,visual-no,2,Does it have teeth?
1,67,raccoon,raccoon_1.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it nocturnal?
1,68,dog,dog_2.wav,nomask,visual,yes,visual-yes,4,Does it have hair?
1,69,apple,apple_2.wav,nomask,visual,yes,visual-yes,4,Is it round?
1,70,raccoon,raccoon_2.wav,nomask,visual,no,visual-no,5,Does it have a beak?
1,71,camel,camel_4.wav,mask,visual,no,visual-no,4,Does it have a cork?
1,72,grasshopper,grasshopper_1.wav,nomask,visual,yes,visual-yes,3,Does it have long legs?
1,73,swan,swan_4.wav,nomask,visual,yes,visual-yes,2,Does it have a beak?
1,74,strawberry,strawberry_4.wav,mask,visual,no,visual-no,1,Does it have four legs?
1,75,pig,pig_3.wav,mask,visual,yes,visual-yes,2,Does it have a tail?
1,76,strawberry,strawberry_1.wav,nomask,visual,yes,visual-yes,4,Is it small?
1,77,swan,swan_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it a bird?
1,78,zebra,zebra_4.wav,nomask,visual,no,visual-no,1,Is it red?
1,79,swan,swan_1.wav,nomask,visual,yes,visual-yes,4,Does it have wings?
1,80,chicken,chicken_4.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it live in a coop?
1,81,apple,apple_1.wav,nomask,visual,yes,visual-yes,3,Does it have seeds?
1,82,camel,camel_2.wav,nomask,visual,yes,visual-yes,5,Is it beige?
1,83,swan,swan_1.wav,mask,nonvisual,no,nonvisual-no,1,Is it used by riding?
1,84,camel,camel_2.wav,mask,visual,yes,visual-yes,2,Is it brown?
1,85,giraffe,giraffe_1.wav,nomask,visual,yes,visual-yes,4,Is it brown?
1,86,raccoon,raccoon_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it eat garbage?
1,87,swan,swan_3.wav,mask,visual,yes,visual-yes,3,Does it have feathers?
1,88,chicken,chicken_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on a farm?
1,89,raccoon,raccoon_4.wav,nomask,visual,yes,visual-yes,5,Does it have a mask?
1,90,swan,swan_2.wav,nomask,visual,no,visual-no,1,Does it have a hump?
1,91,apple,apple_3.wav,mask,visual,no,visual-no,3,Does it have a beak?
1,92,pig,pig_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it eaten as bacon?
1,93,dog,dog_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it bark?
1,94,strawberry,strawberry_4.wav,nomask,visual,no,visual-no,3,Does it have a mane?
1,95,giraffe,giraffe_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it eat leaves?
1,96,dog,dog_1.wav,nomask,nonvisual,no,nonvisual-no,3,Is it eaten as bacon?
1,97,strawberry,strawberry_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it taste good?
1,98,pig,pig_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it smelly?
1,99,camel,camel_3.wav,mask,visual,yes,visual-yes,3,Does it have legs?
1,100,dog,dog_4.wav,mask,nonvisual,no,nonvisual-no,2,Is it eaten in pies?
1,101,apple,apple_3.wav,mask,visual,yes,visual-yes,5,Does it have a core?
1,102,dog,dog_1.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it chase cats?
1,103,apple,apple_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it nutritious?
1,104,grasshopper,grasshopper_4.wav,nomask,visual,yes,visual-yes,2,Does it have legs?
1,105,dog,dog_2.wav,nomask,visual,yes,visual-yes,2,Does it have legs?
1,106,zebra,zebra_4.wav,mask,visual,yes,visual-yes,3,Does it have hooves?
1,107,raccoon,raccoon_4.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it produce offspring?
1,108,pig,pig_1.wav,mask,visual,yes,visual-yes,3,Does it have a snout?
1,109,camel,camel_1.wav,nomask,visual,yes,visual-yes,4,Is it large?
1,110,strawberry,strawberry_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
1,111,grasshopper,grasshopper_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it fly?
1,112,giraffe,giraffe_3.wav,mask,visual,yes,visual-yes,2,Is it tall?
1,113,chicken,chicken_4.wav,nomask,visual,yes,visual-yes,4,Does it have legs?
1,114,raccoon,raccoon_1.wav,nomask,visual,no,visual-no,1,Does it have a mane?
1,115,apple,apple_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it grow on trees?
1,116,dog,dog_1.wav,mask,visual,yes,visual-yes,1,Does it have four legs?
1,117,zebra,zebra_2.wav,mask,visual,yes,visual-yes,2,Does it have four legs?
1,118,pig,pig_3.wav,nomask,visual,yes,visual-yes,1,Is it pink?
1,119,zebra,zebra_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
1,120,grasshopper,grasshopper_2.wav,mask,visual,yes,visual-yes,1,Is it green?
1,121,camel,camel_1.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it used by riding?
1,122,grasshopper,grasshopper_1.wav,nomask,nonvisual,no,nonvisual-no,3,Does it taste good?
1,123,giraffe,giraffe_1.wav,nomask,visual,yes,visual-yes,3,Does it have long legs?
1,124,chicken,chicken_1.wav,nomask,visual,yes,visual-yes,1,Does it have feathers?
1,125,giraffe,giraffe_3.wav,mask,visual,no,visual-no,3,Is it muddy?
1,126,grasshopper,grasshopper_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an insect?
1,127,raccoon,raccoon_1.wav,nomask,visual,yes,visual-yes,2,Does it have a tail?
