"cue","ftype","qid","question","response","question_id","count","truth_mean","truth_std","truth_min","truth_max","imagery_mean","imagery_std","imagery_min","imagery_max","difficulty_mean","difficulty_std","difficulty_min","difficulty_max","facts_mean","facts_std","facts_min","facts_max"
"alligator","nonvisual",1,"Is it an animal?","yes","alligator:nonvisual:yes:1",5,2,0,2,2,1.2,0.836660026534076,0,2,-2,0,-2,-2,0.6,0.547722557505166,0,1
"alligator","nonvisual",2,"Is it a reptile?","yes","alligator:nonvisual:yes:2",7,2,0,2,2,1.57142857142857,1.39727626201154,0,4,-1.71428571428571,0.755928946018454,-2,0,2.42857142857143,1.13389341902768,1,4
"alligator","nonvisual",3,"Does it live in swamps?","yes","alligator:nonvisual:yes:3",3,1.33333333333333,0.577350269189626,1,2,1.33333333333333,0.577350269189626,1,2,-1.33333333333333,0.577350269189626,-2,-1,1.66666666666667,1.52752523165195,0,3
"alligator","nonvisual",4,"Does it live in water?","yes","alligator:nonvisual:yes:4",6,1.66666666666667,0.816496580927726,0,2,2.33333333333333,1.36626010212795,0,4,-1.16666666666667,1.16904519445001,-2,1,2.16666666666667,1.32916013582513,0,4
"alligator","nonvisual",5,"Does it eat people?","yes","alligator:nonvisual:yes:5",5,1.2,1.09544511501033,0,2,2.4,1.51657508881031,1,4,-1.2,1.09544511501033,-2,0,3,1.22474487139159,1,4
"alligator","visual",2,"Is it long?","yes","alligator:visual:yes:2",4,1.5,0.577350269189626,1,2,2.25,1.25830573921179,1,4,-1.75,0.5,-2,-1,1.5,1.73205080756888,0,4
"alligator","visual",3,"Does it have scales?","yes","alligator:visual:yes:3",5,0.8,1.78885438199983,-2,2,0.8,1.30384048104053,0,3,-1.6,0.894427190999916,-2,0,2.2,1.6431676725155,0,4
"alligator","visual",4,"Does it have a tail?","yes","alligator:visual:yes:4",6,1.33333333333333,1.63299316185545,-2,2,1.16666666666667,0.983192080250175,0,2,-1.83333333333333,0.408248290463863,-2,-1,0.5,0.836660026534076,0,2
"alligator","visual",5,"Does it have jaws?","yes","alligator:visual:yes:5",3,1.66666666666667,0.577350269189626,1,2,1.66666666666667,1.15470053837925,1,3,-1.33333333333333,1.15470053837925,-2,0,1.33333333333333,1.52752523165195,0,3
"alligator","nonvisual",1,"Is it a mammal?","no","alligator:nonvisual:no:1",6,-1.33333333333333,1.63299316185545,-2,2,2,1.78885438199983,0,4,-1.16666666666667,0.752772652709081,-2,0,1.66666666666667,1.03279555898864,0,3
"alligator","nonvisual",2,"Does it live in the desert?","no","alligator:nonvisual:no:2",4,-1.75,0.5,-2,-1,1.5,1.73205080756888,0,4,-1.25,0.957427107756338,-2,0,1.5,0.577350269189626,1,2
"alligator","nonvisual",3,"Is it used for freight?","no","alligator:nonvisual:no:3",5,-0.8,1.6431676725155,-2,1,1.2,1.30384048104053,0,3,-1.2,0.836660026534076,-2,0,2,1.22474487139159,0,3
"alligator","nonvisual",4,"Is it found in summer?","yes","alligator:nonvisual:yes:4",7,0.857142857142857,0.899735410842437,0,2,1.85714285714286,1.21498579258791,0,4,-0.285714285714286,1.38013111868471,-2,1,2.42857142857143,1.39727626201154,0,4
"alligator","nonvisual",5,"Is it a pet?","no","alligator:nonvisual:no:5",4,-1.5,0.577350269189626,-2,-1,1.5,1,0,2,-0.75,1.25830573921179,-2,1,1,1.15470053837925,0,2
"alligator","visual",1,"Does it have a long tongue?","yes","alligator:visual:yes:1",4,0.25,0.5,0,1,2.5,0.577350269189626,2,3,0.5,0.577350269189626,0,1,1.75,0.957427107756338,1,3
"alligator","visual",2,"Is it grey?","no","alligator:visual:no:2",5,-1.2,1.09544511501033,-2,0,1.8,1.48323969741913,0,4,-1.6,0.547722557505166,-2,-1,0.2,0.447213595499958,0,1
"alligator","visual",3,"Is it round?","no","alligator:visual:no:3",7,-2,0,-2,-2,1.85714285714286,1.86445447147161,0,4,-2,0,-2,-2,0.857142857142857,1.57359158493889,0,4
"alligator","visual",4,"Is it small?","no","alligator:visual:no:4",8,-0.75,1.16496474502144,-2,1,1.375,1.40788595317336,0,4,-1.375,0.744023809142845,-2,0,0.625,0.744023809142845,0,2
"alligator","visual",5,"Is it made of metal?","no","alligator:visual:no:5",8,-2,0,-2,-2,1,1.4142135623731,0,4,-1.875,0.353553390593274,-2,-1,0.25,0.707106781186548,0,2
"apple","nonvisual",1,"Is it a fruit?","yes","apple:nonvisual:yes:1",7,2,0,2,2,1.14285714285714,1.95180014589707,0,4,-1.85714285714286,0.377964473009227,-2,-1,1,1.52752523165195,0,4
"apple","nonvisual",2,"Does it grow on trees?","yes","apple:nonvisual:yes:2",6,2,0,2,2,2,1.4142135623731,0,4,-1.83333333333333,0.408248290463863,-2,-1,0.833333333333333,0.752772652709081,0,2
"apple","nonvisual",3,"Is it eaten in pies?","yes","apple:nonvisual:yes:3",6,2,0,2,2,2.33333333333333,1.50554530541816,0,4,-1.5,0.836660026534076,-2,0,1.83333333333333,1.60208197875972,0,4
"apple","nonvisual",4,"Is it nutritious?","yes","apple:nonvisual:yes:4",8,1.875,0.353553390593274,1,2,0.625,1.40788595317336,0,4,-1.75,0.462910049886276,-2,-1,2.25,1.28173988892331,0,4
"apple","nonvisual",5,"Is it used for cider?","yes","apple:nonvisual:yes:5",5,1.8,0.447213595499958,1,2,0.6,0.894427190999916,0,2,-1.8,0.447213595499958,-2,-1,0.6,0.547722557505166,0,1
"apple","visual",1,"Is it red?","yes","apple:visual:yes:1",8,0.25,0.707106781186548,-1,1,2.625,1.06066017177982,1,4,-1.375,0.916125381312904,-2,0,0.625,0.744023809142845,0,2
"apple","visual",3,"Does it have seeds?","yes","apple:visual:yes:3",6,1.5,0.836660026534076,0,2,1,1.09544511501033,0,3,-1.66666666666667,0.816496580927726,-2,0,1.5,1.22474487139159,0,3
"apple","visual",4,"Is it round?","yes","apple:visual:yes:4",6,0.833333333333333,1.16904519445001,-1,2,3,1.09544511501033,2,4,-1.5,0.547722557505166,-2,-1,1.5,1.97484176581315,0,4
"apple","visual",5,"Does it have a core?","yes","apple:visual:yes:5",4,2,0,2,2,0.75,0.5,0,1,-2,0,-2,-2,1.25,1.5,0,3
"apple","nonvisual",1,"Is it an animal?","no","apple:nonvisual:no:1",5,-1.8,0.447213595499958,-2,-1,1.6,2.19089023002066,0,4,-1.4,1.34164078649987,-2,1,1,1.73205080756888,0,4
"apple","nonvisual",2,"Does it live in Africa?","no","apple:nonvisual:no:2",5,-1,0.707106781186548,-2,0,0.2,0.447213595499958,0,1,-1,1.22474487139159,-2,1,1,1.4142135623731,0,3
"apple","nonvisual",3,"Is it fast?","no","apple:nonvisual:no:3",4,-2,0,-2,-2,0,0,0,0,-2,0,-2,-2,0,0,0,0
"apple","nonvisual",4,"Is it timid?","no","apple:nonvisual:no:4",7,-1.71428571428571,0.755928946018454,-2,0,2.57142857142857,1.51185789203691,0,4,-1.57142857142857,0.786795792469443,-2,0,2.14285714285714,1.67616341969505,0,4
"apple","nonvisual",5,"Is it used in experiments?","no","apple:nonvisual:no:5",5,-0.6,0.894427190999916,-2,0,0.4,0.894427190999916,0,2,-0.8,1.30384048104053,-2,1,0.2,0.447213595499958,0,1
"apple","visual",1,"Is it black?","no","apple:visual:no:1",4,-2,0,-2,-2,1.5,1.73205080756888,0,4,-2,0,-2,-2,0,0,0,0
"apple","visual",2,"Does it have pockets?","no","apple:visual:no:2",7,-2,0,-2,-2,1,1.52752523165195,0,4,-2,0,-2,-2,0.714285714285714,1.25356634105602,0,3
"apple","visual",3,"Does it have a beak?","no","apple:visual:no:3",7,-1.85714285714286,0.377964473009227,-2,-1,1.57142857142857,1.61834718742537,0,4,-1.57142857142857,0.786795792469443,-2,0,1,1,0,2
"apple","visual",4,"Does it have a hood?","no","apple:visual:no:4",5,-2,0,-2,-2,0.4,0.547722557505166,0,1,-1.8,0.447213595499958,-2,-1,0,0,0,0
"apple","visual",5,"Does it have eyes?","no","apple:visual:no:5",5,-2,0,-2,-2,0,0,0,0,-1.8,0.447213595499958,-2,-1,0.4,0.894427190999916,0,2
"banana","nonvisual",1,"Is it a fruit?","yes","banana:nonvisual:yes:1",7,1.85714285714286,0.377964473009227,1,2,0.857142857142857,1.4638501094228,0,4,-1.57142857142857,0.786795792469443,-2,0,0.714285714285714,1.11269728052837,0,3
"banana","nonvisual",2,"Does it taste good?","yes","banana:nonvisual:yes:2",7,1,1,0,2,0.571428571428571,0.786795792469443,0,2,-1.71428571428571,0.755928946018454,-2,0,1.42857142857143,1.51185789203691,0,3
"banana","nonvisual",3,"Does it grow in tropical climates?","yes","banana:nonvisual:yes:3",5,1.4,0.894427190999916,0,2,0.2,0.447213595499958,0,1,-1.6,0.547722557505166,-2,-1,1,1.4142135623731,0,3
"banana","nonvisual",4,"Is it healthy?","yes","banana:nonvisual:yes:4",6,1,1.54919333848297,-2,2,1,0.894427190999916,0,2,-1.66666666666667,0.516397779494322,-2,-1,1.33333333333333,1.50554530541816,0,3
"banana","visual",1,"Is it yellow?","yes","banana:visual:yes:1",4,1.5,0.577350269189626,1,2,2.75,1.25830573921179,1,4,-1.5,1,-2,0,2.25,1.5,1,4
"banana","visual",2,"Is it long?","yes","banana:visual:yes:2",8,0.5,0.534522483824849,0,1,2.25,1.03509833901353,1,4,-1.125,0.640869944461656,-2,0,0.375,0.744023809142845,0,2
"banana","visual",3,"Does it have a peel?","yes","banana:visual:yes:3",4,1.5,1,0,2,1.5,1.91485421551268,0,4,-1.25,1.5,-2,1,0.75,1.5,0,3
"banana","visual",4,"Does it have a skin?","yes","banana:visual:yes:4",3,1.33333333333333,0.577350269189626,1,2,1,1,0,2,-1,1,-2,0,0.666666666666667,0.577350269189626,0,1
"banana","nonvisual",1,"Is it fast?","no","banana:nonvisual:no:1",7,-1.42857142857143,0.786795792469443,-2,0,1.42857142857143,1.61834718742537,0,4,-1,1.29099444873581,-2,1,0.428571428571429,1.13389341902768,0,3
"banana","nonvisual",2,"Is it worn in cold temperatures?","no","banana:nonvisual:no:2",8,-1.5,1.4142135623731,-2,2,1.375,1.50594061730772,0,4,-1.875,0.353553390593274,-2,-1,0.875,0.991031208965115,0,2
"banana","nonvisual",3,"Does it have different speeds?","no","banana:nonvisual:no:3",5,-1.8,0.447213595499958,-2,-1,1.6,1.81659021245849,0,4,-1.4,1.34164078649987,-2,1,0.6,1.34164078649987,0,3
"banana","nonvisual",4,"Is it a container?","no","banana:nonvisual:no:4",5,-1.6,0.894427190999916,-2,0,1.4,1.14017542509914,0,3,-1.6,0.894427190999916,-2,0,0.2,0.447213595499958,0,1
"banana","visual",1,"Does it have feathers?","no","banana:visual:no:1",6,-2,0,-2,-2,1.33333333333333,1.50554530541816,0,4,-2,0,-2,-2,0.666666666666667,1.63299316185545,0,4
"banana","visual",2,"Does it have a tail?","no","banana:visual:no:2",4,-1.25,1.5,-2,1,1.5,1.73205080756888,0,3,-1.75,0.5,-2,-1,1.25,1.89296944860009,0,4
"banana","visual",3,"Does it have a beak?","no","banana:visual:no:3",5,-2,0,-2,-2,2,1.22474487139159,1,4,-2,0,-2,-2,1.4,1.34164078649987,0,3
"banana","visual",4,"Does it have hooves?","no","banana:visual:no:4",5,-2,0,-2,-2,1.2,0.447213595499958,1,2,-2,0,-2,-2,1.2,1.30384048104053,0,3
"bike","nonvisual",1,"Is is used for riding?","yes","bike:nonvisual:yes:1",4,2,0,2,2,1.5,1.91485421551268,0,4,-2,0,-2,-2,0,0,0,0
"bike","nonvisual",2,"Is it used for racing?","yes","bike:nonvisual:yes:2",6,1,1.26491106406735,-1,2,1.33333333333333,1.211060141639,0,3,-1.5,0.547722557505166,-2,-1,1,1.67332005306815,0,4
"bike","nonvisual",3,"Does it have different speeds?","yes","bike:nonvisual:yes:3",10,1.1,0.737864787372622,0,2,1.5,1.35400640077266,0,4,-1.5,0.52704627669473,-2,-1,0.6,1.26491106406735,0,4
"bike","nonvisual",4,"Is it fast?","yes","bike:nonvisual:yes:4",4,0.25,0.5,0,1,1.25,0.957427107756338,0,2,-1.25,0.957427107756338,-2,0,1,1.4142135623731,0,3
"bike","visual",1,"Does it have handle bars?","yes","bike:visual:yes:1",6,1.66666666666667,0.516397779494322,1,2,1.83333333333333,1.47196014438797,0,4,-1.83333333333333,0.408248290463863,-2,-1,0.5,0.836660026534076,0,2
"bike","visual",2,"Does it have a seat?","yes","bike:visual:yes:2",6,1.83333333333333,0.408248290463863,1,2,1.5,1.97484176581315,0,4,-1.83333333333333,0.408248290463863,-2,-1,0.333333333333333,0.816496580927726,0,2
"bike","visual",3,"Does it have gears?","yes","bike:visual:yes:3",4,0.75,0.957427107756338,0,2,1.75,1.70782512765993,0,4,-1.5,0.577350269189626,-2,-1,2,1.4142135623731,1,4
"bike","visual",4,"Is it made of metal?","yes","bike:visual:yes:4",4,1,1.4142135623731,-1,2,1.25,1.25830573921179,0,3,-1.5,0.577350269189626,-2,-1,0.25,0.5,0,1
"bike","nonvisual",1,"Does it live in Africa?","no","bike:nonvisual:no:1",4,-1.25,0.957427107756338,-2,0,0.5,1,0,2,-1.25,0.957427107756338,-2,0,0,0,0,0
"bike","nonvisual",2,"Is it nocturnal?","no","bike:nonvisual:no:2",5,-1.6,0.894427190999916,-2,0,0.8,1.30384048104053,0,3,-1.6,0.894427190999916,-2,0,0.2,0.447213595499958,0,1
"bike","nonvisual",3,"Is it a mammal?","no","bike:nonvisual:no:3",5,-1.2,1.78885438199983,-2,2,0.8,1.78885438199983,0,4,-1.2,1.78885438199983,-2,2,0.8,1.78885438199983,0,4
"bike","nonvisual",4,"Is it found at tables?","no","bike:nonvisual:no:4",4,-2,0,-2,-2,1.25,0.957427107756338,0,2,-1.25,0.5,-2,-1,0.75,0.957427107756338,0,2
"bike","visual",1,"Does it have legs?","no","bike:visual:no:1",7,-2,0,-2,-2,1,1.4142135623731,0,4,-1.85714285714286,0.377964473009227,-2,-1,0.285714285714286,0.755928946018455,0,2
"bike","visual",2,"Is it made of plastic?","no","bike:visual:no:2",8,-1.125,0.991031208965115,-2,0,1.625,1.18773493916542,0,3,-0.75,0.886405260427918,-2,1,1.5,1.19522860933439,0,3
"bike","visual",3,"Does it have feet?","no","bike:visual:no:3",7,-2,0,-2,-2,1.14285714285714,1.4638501094228,0,4,-2,0,-2,-2,0.142857142857143,0.377964473009227,0,1
"bike","visual",4,"Does it have sleeves?","no","bike:visual:no:4",6,-2,0,-2,-2,1,1.26491106406735,0,3,-1.83333333333333,0.408248290463863,-2,-1,0.333333333333333,0.816496580927726,0,2
"bottle","nonvisual",1,"Is it used for holding things?","yes","bottle:nonvisual:yes:1",9,1.44444444444444,1.0137937550497,-1,2,2.66666666666667,1.5,0,4,-1.22222222222222,1.30170827931778,-2,2,1.22222222222222,1.39443337755679,0,4
"bottle","nonvisual",2,"Is it used for holding liquids?","yes","bottle:nonvisual:yes:2",5,1.4,0.894427190999916,0,2,1.4,0.894427190999916,1,3,-1.6,0.547722557505166,-2,-1,0.8,0.836660026534076,0,2
"bottle","nonvisual",3,"Is it a container?","yes","bottle:nonvisual:yes:3",6,0.833333333333333,1.32916013582513,-1,2,2,1.4142135623731,0,4,-0.833333333333333,1.32916013582513,-2,1,1.66666666666667,0.816496580927726,1,3
"bottle","nonvisual",4,"Is it breakable?","yes","bottle:nonvisual:yes:4",4,0.75,0.5,0,1,2,1.4142135623731,0,3,-1,0.816496580927726,-2,0,1,0.816496580927726,0,2
"bottle","nonvisual",5,"Is it used for holding beer?","yes","bottle:nonvisual:yes:5",4,1.25,0.957427107756338,0,2,2,1.4142135623731,0,3,-1.25,0.957427107756338,-2,0,1,1.4142135623731,0,3
"bottle","visual",1,"Is it made of glass?","yes","bottle:visual:yes:1",4,1,0.816496580927726,0,2,2,0.816496580927726,1,3,-1.5,0.577350269189626,-2,-1,1.25,0.957427107756338,0,2
"bottle","visual",2,"Is it made of plastic?","yes","bottle:visual:yes:2",5,0.6,0.547722557505166,0,1,2.4,1.34164078649987,1,4,-1.2,0.836660026534076,-2,0,0.8,0.836660026534076,0,2
"bottle","visual",4,"Does it have a neck?","yes","bottle:visual:yes:4",5,1.4,0.894427190999916,0,2,2.2,1.09544511501033,1,3,-1.4,0.547722557505166,-2,-1,1.4,0.894427190999916,1,3
"bottle","visual",5,"Does it have a cork?","no","bottle:visual:no:5",7,-0.428571428571429,0.786795792469443,-2,0,1.28571428571429,1.38013111868471,0,4,-1.71428571428571,0.755928946018454,-2,0,0.285714285714286,0.487950036474267,0,1
"bottle","nonvisual",1,"Is it an animal?","no","bottle:nonvisual:no:1",7,-1.57142857142857,1.13389341902768,-2,1,0.571428571428571,0.786795792469443,0,2,-1.57142857142857,0.786795792469443,-2,0,0.714285714285714,1.25356634105602,0,3
"bottle","nonvisual",2,"Is it juicy?","no","bottle:nonvisual:no:2",4,-2,0,-2,-2,1.25,1.25830573921179,0,3,-1.75,0.5,-2,-1,0.25,0.5,0,1
"bottle","nonvisual",3,"Is it a carnivore?","no","bottle:nonvisual:no:3",5,-2,0,-2,-2,1,1.73205080756888,0,4,-2,0,-2,-2,0.8,1.78885438199983,0,4
"bottle","nonvisual",4,"Does it fly?","no","bottle:nonvisual:no:4",5,-2,0,-2,-2,0.4,0.547722557505166,0,1,-2,0,-2,-2,0.8,1.30384048104053,0,3
"bottle","nonvisual",5,"Is it an amphibian?","no","bottle:nonvisual:no:5",5,-2,0,-2,-2,0.4,0.894427190999916,0,2,-1.8,0.447213595499958,-2,-1,1.2,1.78885438199983,0,4
"bottle","visual",1,"Does it have feet?","no","bottle:visual:no:1",5,-0.6,0.894427190999916,-2,0,0.4,0.547722557505166,0,1,-1.2,0.836660026534076,-2,0,0.4,0.894427190999916,0,2
"bottle","visual",2,"Does it have seeds?","no","bottle:visual:no:2",7,-2,0,-2,-2,1.42857142857143,1.13389341902768,0,3,-2,0,-2,-2,0.857142857142857,1.57359158493889,0,4
"bottle","visual",3,"Does it have armrests?","no","bottle:visual:no:3",5,-1.6,0.894427190999916,-2,0,2,1.87082869338697,0,4,-0.8,1.6431676725155,-2,1,1.8,1.78885438199983,0,4
"bottle","visual",4,"Does it have eyes?","no","bottle:visual:no:4",6,-1.66666666666667,0.816496580927726,-2,0,1.5,1.22474487139159,0,3,-1,0.894427190999916,-2,0,1.16666666666667,1.16904519445001,0,3
"bottle","visual",5,"Does it have teeth?","no","bottle:visual:no:5",3,-2,0,-2,-2,1,1,0,2,-2,0,-2,-2,1.66666666666667,2.08166599946613,0,4
"camel","nonvisual",1,"Does it live in the desert?","yes","camel:nonvisual:yes:1",8,1.625,0.517549169506766,1,2,1.375,1.06066017177982,0,3,-1.625,0.744023809142845,-2,0,1.375,1.06066017177982,0,3
"camel","nonvisual",2,"Does it drink water?","yes","camel:nonvisual:yes:2",6,2,0,2,2,0.5,0.836660026534076,0,2,-1.83333333333333,0.408248290463863,-2,-1,0.666666666666667,1.211060141639,0,3
"camel","nonvisual",3,"Is it used by riding?","yes","camel:nonvisual:yes:3",7,1.71428571428571,0.755928946018454,0,2,0.857142857142857,0.899735410842437,0,2,-1.57142857142857,0.534522483824849,-2,-1,0.857142857142857,0.899735410842437,0,2
"camel","nonvisual",4,"Is it a mammal?","yes","camel:nonvisual:yes:4",6,1.66666666666667,0.516397779494322,1,2,0.5,0.547722557505166,0,1,-1.5,0.547722557505166,-2,-1,2,1.09544511501033,1,4
"camel","nonvisual",5,"Does it spit?","yes","camel:nonvisual:yes:5",6,1.5,0.836660026534076,0,2,1.83333333333333,1.47196014438797,0,4,-1.5,0.836660026534076,-2,0,2.5,1.6431676725155,0,4
"camel","visual",1,"Does it have a hump?","yes","camel:visual:yes:1",5,2,0,2,2,1.6,1.34164078649987,0,3,-2,0,-2,-2,1,1.22474487139159,0,3
"camel","visual",2,"Is it brown?","yes","camel:visual:yes:2",4,0.5,1,0,2,1.5,1.73205080756888,0,4,-1.25,0.957427107756338,-2,0,1.5,0.577350269189626,1,2
"camel","visual",3,"Does it have legs?","yes","camel:visual:yes:3",6,2,0,2,2,0.666666666666667,1.211060141639,0,3,-1.83333333333333,0.408248290463863,-2,-1,1.83333333333333,1.72240142436851,0,4
"camel","visual",4,"Is it large?","yes","camel:visual:yes:4",4,1,0.816496580927726,0,2,1.75,0.957427107756338,1,3,-1.75,0.5,-2,-1,0.5,0.577350269189626,0,1
"camel","visual",5,"Is it beige?","yes","camel:visual:yes:5",5,1,0.707106781186548,0,2,1.8,0.836660026534076,1,3,-0.8,1.09544511501033,-2,1,0.6,0.547722557505166,0,1
"camel","nonvisual",1,"Is it a bird?","no","camel:nonvisual:no:1",2,-2,0,-2,-2,1,1.4142135623731,0,2,-1.5,0.707106781186548,-2,-1,1,1.4142135623731,0,2
"camel","nonvisual",2,"Is it graceful?","no","camel:nonvisual:no:2",5,-0.4,0.894427190999916,-1,1,2,1.22474487139159,1,4,-1,1,-2,0,1,1.4142135623731,0,3
"camel","nonvisual",3,"Does it eat?","yes","camel:nonvisual:yes:3",8,1.375,0.916125381312904,0,2,1.625,1.50594061730772,0,4,-1.625,0.744023809142845,-2,0,1.25,1.58113883008419,0,4
"camel","nonvisual",4,"Does it live on a farm?","no","camel:nonvisual:no:4",4,-0.5,0.577350269189626,-1,0,1.5,1.29099444873581,0,3,-1.5,0.577350269189626,-2,-1,1.75,1.70782512765993,0,4
