"proposition_id","estimate","std.error","statistic","p.value","agreement","norm_response","difficulty_count","difficulty_mean","facts_count","facts_mean","imagery_count","imagery_mean","senses_count","senses_mean","truth_count","truth_mean","difficulty_z","facts_z","imagery_z","truth_z","senses_z","question","cue","question_slug","correct_response","feat_type","prop_visual"
"does-it-eat-peanuts:donkey",4.19624860425158e-17,0.308606699924184,1.35973995551052e-16,1,"ambiguous",NA,7,-0.571428571429,3,1.33333333333,3,1.33333333333,4,3,7,0,2.11878795705,0.476797627851,-0.148647014468,0.0276283576213,0.97193496466,"Does it eat peanuts?","donkey","does-it-eat-peanuts","no","nonvisual",0.5
"does-it-eat-people:alligator",1,0.447213595499958,2.23606797749979,0.0755868184216124,"ambiguous",NA,6,-1.33333333333,5,3,5,2.4,1,4,6,1,0.153738131956,3.02912538364,1.5292213351,0.692549095739,2.14664069954,"Does it eat people?","alligator","does-it-eat-people","yes","nonvisual",0.571428571429
"does-it-eat:strawberry",-0.714285714285714,0.644178536117556,-1.10883190643186,0.309958735506241,"ambiguous",NA,7,-1.71428571429,4,0.25,4,1.75,3,2,7,-0.714285714286,-0.828786780589,-1.18221541341,0.50677030958,-0.447315026748,-0.202770770223,"Does it eat?","strawberry","does-it-eat","no","nonvisual",0.125
"does-it-fly:grasshopper",-0.461538461538462,0.312463015562922,-1.47709789175199,0.165406705523018,"ambiguous",NA,13,-0.307692307692,7,1.57142857143,7,1.71428571429,6,2,13,-0.461538461538,2.79899751189,0.841415878678,0.450591681805,-0.279258136895,-0.202770770223,"Does it fly?","grasshopper","does-it-fly","no","nonvisual",0.666666666667
"does-it-grow-in-hawaii:pig",-0.111111111111111,0.587944735792131,-0.188982236504614,0.854813088248742,"ambiguous",NA,9,-0.777777777778,5,1.8,5,1,4,4.25,9,-0.111111111111,1.58658696275,1.19144939947,-0.672980873707,-0.0462517243918,2.44031713326,"Does it grow in Hawaii?","pig","does-it-grow-in-hawaii","no","nonvisual",0.578947368421
"does-it-grow-on-trees:pineapple",0.333333333333333,0.552770798392567,0.603022689155527,0.563194264363712,"ambiguous",NA,9,-1.11111111111,4,2.25,4,1.25,5,2,9,0.333333333333,0.726877664274,1.88057789353,-0.279730479278,0.249268603661,-0.202770770223,"Does it grow on trees?","pineapple","does-it-grow-on-trees","yes","nonvisual",0.3125
"does-it-have-a-caboose:train",0.625,0.323899234771733,1.9296124624699,0.0949764924357751,"ambiguous",NA,8,-1.25,5,1.4,5,1.8,3,1.33333333333,8,0.625,0.368665456576,0.578890738083,0.585420388466,0.443203818945,-0.985907926812,"Does it have a caboose?","train","does-it-have-a-caboose","yes","visual",0.466666666667
"does-it-have-a-cushion:chair",0.3,0.213437474581095,1.40556385699745,0.193422059603332,"ambiguous",NA,10,-1.2,4,0.75,4,2,6,2.16666666667,10,0.3,0.497621851347,-0.416517086674,0.900020704009,0.227104579057,-0.00698648107616,"Does it have a cushion?","chair","does-it-have-a-cushion","yes","visual",0.466666666667
"does-it-have-a-hood:jacket",0.25,0.130558241966773,1.91485421551268,0.0818642311656943,"ambiguous",NA,12,-0.916666666667,4,0.25,4,1.75,8,1.875,12,0.25,1.22837475505,-1.18221541341,0.50677030958,0.193858542151,-0.349608987084,"Does it have a hood?","jacket","does-it-have-a-hood","yes","visual",0.428571428571
"does-it-have-a-lid:bottle",0.181818181818182,0.325246251272697,0.559016994374948,0.588449338315948,"ambiguous",NA,11,-1.27272727273,4,0.25,4,2.5,7,1.71428571429,11,0.181818181818,0.310048913498,-1.18221541341,1.68652149287,0.148523037279,-0.53840098019,"Does it have a lid?","bottle","does-it-have-a-lid","yes","visual",0.357142857143
"does-it-have-a-long-tongue:alligator",-0.0714285714285714,0.286400275382904,-0.249401196744921,0.806947764108344,"ambiguous",NA,14,-0.142857142857,4,1.75,4,2.5,10,2.8,14,-0.0714285714286,3.22412848366,1.1148795668,1.68652149287,-0.0198659808157,0.736993817683,"Does it have a long tongue?","alligator","does-it-have-a-long-tongue","yes","visual",0.571428571429
"does-it-have-a-mane:lion",0.857142857142857,0.459221464809188,1.86651305051476,0.111215116959534,"ambiguous",NA,7,-1.57142857143,5,1.6,5,0.8,2,2.5,7,0.857142857143,-0.460339938384,0.885170068777,-0.98758118925,0.597560418865,0.384582097218,"Does it have a mane?","lion","does-it-have-a-mane","yes","visual",0.461538461538
"does-it-have-a-mask:raccoon",-0.166666666666667,0.47407538930794,-0.351561524655326,0.731808908194736,"ambiguous",NA,12,-1.33333333333,5,2.2,5,2.4,7,2.71428571429,12,-0.166666666667,0.153738131956,1.80400806086,1.5292213351,-0.0831917653983,0.636304754693,"Does it have a mask?","raccoon","does-it-have-a-mask","yes","visual",0.545454545455
"does-it-have-a-tail:alligator",1.11111111111111,0.512196914294049,2.16930457818656,0.0618855591907059,"ambiguous",NA,9,-1.77777777778,6,0.5,6,1.16666666667,3,1,9,1.11111111111,-0.99254093268,-0.799366250042,-0.410813944087,0.766429177752,-1.37747650511,"Does it have a tail?","alligator","does-it-have-a-tail","yes","visual",0.571428571429
"does-it-have-a-tail:penguin",-0.125,0.398098157314428,-0.31399291281138,0.762677064628634,"ambiguous",NA,8,-0.125,6,2,6,2.5,2,4,8,-0.125,3.27018433894,1.49772873017,1.68652149287,-0.0554867346434,2.14664069954,"Does it have a tail?","penguin","does-it-have-a-tail","no","visual",0.5
"does-it-have-a-tail:swan",-0.8,0.466666666666667,-1.71428571428571,0.120620744968364,"ambiguous",NA,10,-0.8,6,1.83333333333,6,3.16666666667,4,1.75,10,-0.8,1.52927300952,1.24249595459,2.73518921134,-0.504308232873,-0.496447203944,"Does it have a tail?","swan","does-it-have-a-tail","no","visual",0.533333333333
"does-it-have-a-top:dog",0.125,0.63912607743476,0.195579564679489,0.85049537157563,"ambiguous",NA,8,-0.5,4,1.25,4,1.5,4,2,8,0.125,2.30301137815,0.349181240062,0.113519915151,0.110743449886,-0.202770770223,"Does it have a top?","dog","does-it-have-a-top","yes","visual",0.642857142857
"does-it-have-a-white-tail:mouse",-0.111111111111111,0.309320242379446,-0.35921060405355,0.728733988610459,"ambiguous",NA,9,-0.777777777778,6,1,6,2,3,3,9,-0.111111111111,1.58658696275,-0.033667923306,0.900020704009,-0.0462517243918,0.97193496466,"Does it have a white tail?","mouse","does-it-have-a-white-tail","yes","visual",0.470588235294
"does-it-have-antennae:grasshopper",0.727272727272728,0.449057783099217,1.61955266035783,0.136397127710776,"ambiguous",NA,11,-1,9,1.22222222222,9,2.11111111111,2,2.5,11,0.727272727273,1.01344743043,0.306642444132,1.07479865709,0.511207076252,0.384582097218,"Does it have antennae?","grasshopper","does-it-have-antennae","yes","visual",0.666666666667
"does-it-have-antlers:deer",0.6,0.266666666666667,2.25,0.0510032607069508,"ambiguous",NA,10,-0.8,5,1,5,1.6,5,2,10,0.6,1.52927300952,-0.033667923306,0.270820072923,0.426580800492,-0.202770770223,"Does it have antlers?","deer","does-it-have-antlers","yes","visual",0.5625
"does-it-have-armrests:chair",0.5,0.267261241912424,1.87082869338697,0.103551710271459,"ambiguous",NA,8,-1.5,4,0.5,4,1.5,4,4.25,8,0.5,-0.276116517282,-0.799366250042,0.113519915151,0.36008872668,2.44031713326,"Does it have armrests?","chair","does-it-have-armrests","yes","visual",0.466666666667
"does-it-have-fur:pig",-0.777777777777778,0.54715876676645,-1.42148463118707,0.192964856322511,"ambiguous",NA,9,-1.11111111111,4,1.25,4,1.75,5,1.8,9,-0.777777777778,0.726877664274,0.349181240062,0.50677030958,-0.48953221647,-0.4377119172,"Does it have fur?","pig","does-it-have-fur","no","visual",0.578947368421
"does-it-have-green-leaves:strawberry",1,0.5,2,0.085619328562976,"ambiguous",NA,8,-1.25,3,0,3,2,5,2,8,1,0.368665456576,-1.56506457678,0.900020704009,0.692549095739,-0.202770770223,"Does it have green leaves?","strawberry","does-it-have-green-leaves","yes","visual",0.125
"does-it-have-jaws:zebra",1,0.486172434804398,2.05688337801861,0.0667346875026868,"ambiguous",NA,11,-1.18181818182,7,1,7,1.42857142857,4,2.25,11,1,0.54451508581,-0.033667923306,0.00116265960016,0.692549095739,0.0909056634975,"Does it have jaws?","zebra","does-it-have-jaws","yes","visual",0.538461538462
"does-it-have-large-ears:tiger",-0.428571428571428,0.29738085706659,-1.44115338424578,0.19962167272608,"ambiguous",NA,7,-0.428571428571,5,1,5,1.8,2,1.5,7,-0.428571428571,2.48723479925,-0.033667923306,0.585420388466,-0.257337673001,-0.790123637665,"Does it have large ears?","tiger","does-it-have-large-ears","no","visual",0.473684210526
"does-it-have-large-teeth:deer",-0.307692307692308,0.208308677041948,-1.47709789175199,0.165406705523018,"ambiguous",NA,13,-0.384615384615,7,1.57142857143,7,1.85714285714,6,3.16666666667,13,-0.307692307692,2.60060305839,0.841415878678,0.675306192907,-0.176962638723,1.16771925381,"Does it have large teeth?","deer","does-it-have-large-teeth","no","visual",0.5625
"does-it-have-long-legs:grasshopper",0.545454545454545,0.454545454545455,1.2,0.257796300724306,"ambiguous",NA,11,-1.09090909091,5,1.2,5,1,6,1.83333333333,11,0.545454545455,0.778981258121,0.272611407388,-0.672980873707,0.390312396595,-0.398555059371,"Does it have long legs?","grasshopper","does-it-have-long-legs","no","visual",0.666666666667
"does-it-have-long-legs:lion",-0.5,0.562731433871138,-0.888523316638639,0.414954270079793,"ambiguous",NA,6,-1.16666666667,4,1,4,1.75,2,3,6,-0.5,0.583592781195,-0.033667923306,0.50677030958,-0.304832011437,0.97193496466,"Does it have long legs?","lion","does-it-have-long-legs","no","visual",0.461538461538
"does-it-have-scales:alligator",0.5,0.597614304667197,0.836660026534075,0.43041617222374,"ambiguous",NA,8,-1.25,5,2.2,5,0.8,3,2,8,0.5,0.368665456576,1.80400806086,-0.98758118925,0.36008872668,-0.202770770223,"Does it have scales?","alligator","does-it-have-scales","yes","visual",0.571428571429
"does-it-have-spots:rabbit",-0.416666666666667,0.228908256511184,-1.82023432888411,0.0960136656560741,"ambiguous",NA,12,-1.5,4,1.25,4,2,8,2.375,12,-0.416666666667,-0.276116517282,0.349181240062,0.900020704009,-0.249421949928,0.237743880358,"Does it have spots?","rabbit","does-it-have-spots","no","visual",0.666666666667
"does-it-have-stripes:raccoon",0.25,0.453163483587483,0.55167728436737,0.598331155998746,"ambiguous",NA,8,-0.625,6,1,6,1.66666666667,2,3,8,0.25,1.98062039122,-0.033667923306,0.375686844771,0.193858542151,0.97193496466,"Does it have stripes?","raccoon","does-it-have-stripes","yes","visual",0.545454545455
"does-it-have-warts:toad",0.583333333333333,0.378560537837848,1.54092483243247,0.151594513434804,"ambiguous",NA,12,-1.08333333333,5,1.8,5,2,7,2.14285714286,12,0.583333333333,0.798520105814,1.19144939947,0.900020704009,0.41549878819,-0.0349556652401,"Does it have warts?","toad","does-it-have-warts","yes","visual",0.631578947368
"does-it-have-whiskers:camel",-0.538461538461539,0.351104203528953,-1.53362316101447,0.151054787009835,"ambiguous",NA,13,-0.461538461538,8,0.875,8,1.75,5,1.6,13,-0.538461538462,2.4022086049,-0.22509250499,0.50677030958,-0.33040588598,-0.672653064177,"Does it have whiskers?","camel","does-it-have-whiskers","no","visual",0.461538461538
"does-it-have-whiskers:mouse",0.8,0.734846922834953,1.08866210790363,0.337501856540365,"ambiguous",NA,5,-1.6,3,0.333333333333,3,1.33333333333,2,2.5,5,0.8,-0.534029306825,-1.05459902562,-0.148647014468,0.559564948115,0.384582097218,"Does it have whiskers?","mouse","does-it-have-whiskers","yes","visual",0.470588235294
"does-it-have-whiskers:pig",-0.357142857142857,0.439869396914845,-0.811929312763709,0.431448753792247,"ambiguous",NA,14,-1.42857142857,4,1.5,4,2.75,10,1.9,14,-0.357142857143,-0.0918930961799,0.73203040343,2.0797718873,-0.209843334564,-0.320241343712,"Does it have whiskers?","pig","does-it-have-whiskers","no","visual",0.578947368421
"does-it-live-in-africa:carrot",-0.285714285714286,0.420560041253707,-0.679366220486757,0.52223644063742,"ambiguous",NA,7,-0.857142857143,5,0.6,5,0.6,2,2,7,-0.285714285714,1.38189427264,-0.646226584695,-1.30218150479,-0.162348996127,-0.202770770223,"Does it live in Africa?","carrot","does-it-live-in-africa","no","nonvisual",0.25
"does-it-live-in-africa:tiger",0,0.487950036474267,0,1,"ambiguous",NA,7,-0.857142857143,5,1.8,5,1.8,2,3,7,0,1.38189427264,1.19144939947,0.585420388466,0.0276283576213,0.97193496466,"Does it live in Africa?","tiger","does-it-live-in-africa","yes","nonvisual",0.473684210526
"does-it-live-in-grass:giraffe",0.352941176470588,0.283636787088028,1.24434203367651,0.231294274986657,"ambiguous",NA,17,-0.588235294118,11,2.09090909091,11,2,6,2.83333333333,17,0.352941176471,2.07544126973,1.63694660775,0.900020704009,0.262306265192,0.776150675513,"Does it live in grass?","giraffe","does-it-live-in-grass","yes","nonvisual",0.5
"does-it-live-in-india:pig",0,0.210818510677892,0,1,"ambiguous",NA,10,-0.4,5,1.4,5,1,5,3.2,10,0,2.56092416769,0.578890738083,-0.672980873707,0.0276283576213,1.20687611164,"Does it live in India?","pig","does-it-live-in-india","no","nonvisual",0.578947368421
"does-it-live-in-jungles:lion",-0.1,0.458257569495584,-0.218217890235992,0.832126989860653,"ambiguous",NA,10,-0.9,5,2,5,2,5,2.8,10,-0.1,1.27136021998,1.49772873017,0.900020704009,-0.0388637161904,0.736993817683,"Does it live in jungles?","lion","does-it-live-in-jungles","yes","nonvisual",0.461538461538
"does-it-live-in-jungles:zebra",-1,0.5,-2,0.085619328562976,"ambiguous",NA,8,-1,5,1.6,5,1.4,3,3.33333333333,8,-1,1.01344743043,0.885170068777,-0.0437802426203,-0.637292380496,1.36350354295,"Does it live in jungles?","zebra","does-it-live-in-jungles","no","nonvisual",0.538461538462
"does-it-live-in-swamps:alligator",1,0.408248290463863,2.44948974278318,0.0917211133115719,"ambiguous",NA,4,-0.75,3,1.66666666667,3,1.33333333333,1,2,4,1,1.65822940429,0.987263179008,-0.148647014468,0.692549095739,-0.202770770223,"Does it live in swamps?","alligator","does-it-live-in-swamps","yes","nonvisual",0.571428571429
"does-it-live-in-the-arctic:penguin",0.545454545454546,0.412611117014917,1.3219579477177,0.21562299546825,"ambiguous",NA,11,-0.636363636364,7,2.28571428571,7,1.57142857143,4,2,11,0.545454545455,1.95131211968,1.93527063116,0.225877170702,0.390312396595,-0.202770770223,"Does it live in the Arctic?","penguin","does-it-live-in-the-arctic","yes","nonvisual",0.5
"does-it-live-in-zoos:deer",0.222222222222222,0.493788578739755,0.45003516037041,0.664629760814047,"ambiguous",NA,9,-1.33333333333,4,2.25,4,1.5,5,1.6,9,0.222222222222,0.153738131956,1.88057789353,0.113519915151,0.175388521647,-0.672653064177,"Does it live in zoos?","deer","does-it-live-in-zoos","no","nonvisual",0.5625
"does-it-live-in-zoos:mouse",-0.533333333333333,0.273716340251427,-1.94848920178982,0.0716881013025348,"ambiguous",NA,15,-1.06666666667,10,1.3,10,1.5,5,2.6,15,-0.533333333333,0.841505570738,0.425751072736,0.113519915151,-0.326996036041,0.502052670707,"Does it live in zoos?","mouse","does-it-live-in-zoos","no","nonvisual",0.470588235294
"does-it-live-in-zoos:rabbit",-0.454545454545455,0.281671516087812,-1.61374306091976,0.13765791634773,"ambiguous",NA,11,-0.636363636364,9,1.22222222222,9,1.22222222222,2,2,11,-0.454545454545,1.95131211968,0.306642444132,-0.323424967547,-0.274608341523,-0.202770770223,"Does it live in zoos?","rabbit","does-it-live-in-zoos","no","nonvisual",0.666666666667
"does-it-live-in-zoos:tiger",0.6,0.305505046330389,1.96396101212393,0.0811261888458406,"ambiguous",NA,10,-1.4,4,1.75,4,1.5,6,3.16666666667,10,0.6,-0.018203727739,1.1148795668,0.113519915151,0.426580800492,1.16771925381,"Does it live in zoos?","tiger","does-it-live-in-zoos","yes","nonvisual",0.473684210526
"does-it-require-a-conductor:train",0.642857142857143,0.357142857142857,1.8,0.0950989327750437,"ambiguous",NA,14,-1.14285714286,4,2,4,1.25,10,3.1,14,0.642857142857,0.645000588229,1.49772873017,-0.279730479278,0.455077403554,1.08940553815,"Does it require a conductor?","train","does-it-require-a-conductor","yes","nonvisual",0.466666666667
"does-it-spit:raccoon",0.4,0.6,0.666666666666667,0.541469739275585,"ambiguous",NA,5,-0.6,3,0,3,0.666666666667,2,3,5,0.4,2.04509858861,-1.56506457678,-1.19731473295,0.293596652868,0.97193496466,"Does it spit?","raccoon","does-it-spit","no","nonvisual",0.545454545455
"does-it-travel-in-herds:swan",-0.3,0.395811402901264,-0.757936728959867,0.467869806394991,"ambiguous",NA,10,-0.5,4,1,4,0.75,6,2.66666666667,10,-0.3,2.30301137815,-0.033667923306,-1.06623126814,-0.171847863814,0.580366386366,"Does it travel in herds?","swan","does-it-travel-in-herds","no","nonvisual",0.533333333333
"is-it-a-mammal:alligator",-1.2,0.533333333333333,-2.25,0.0510032607069508,"ambiguous",NA,10,-1.3,6,1.66666666667,6,2,4,2.75,10,-1.2,0.239709061804,0.987263179008,0.900020704009,-0.77027652812,0.678258530939,"Is it a mammal?","alligator","is-it-a-mammal","no","nonvisual",0.571428571429
"is-it-a-pet:rabbit",0.5,0.341565025531987,1.4638501094228,0.203110663720055,"ambiguous",NA,6,-1.83333333333,5,0.2,5,1.2,1,3,6,0.5,-1.13582581576,-1.25878524608,-0.358380558163,0.36008872668,0.97193496466,"Is it a pet?","rabbit","is-it-a-pet","yes","nonvisual",0.666666666667
"is-it-an-animal:table",-1,0.577350269189626,-1.73205080756888,0.133974596215561,"ambiguous",NA,7,-1,4,0,4,0,3,3.33333333333,7,-1,1.01344743043,-1.56506457678,-2.24598245142,-0.637292380496,1.36350354295,"Is it an animal?","table","is-it-an-animal","no","nonvisual",0.6
"is-it-an-herbivore:deer",0.888888888888889,0.423098505881328,2.10090292575556,0.0688407659458283,"ambiguous",NA,9,-1,4,1.75,4,1,5,3,9,0.888888888889,1.01344743043,1.1148795668,-0.672980873707,0.618669013726,0.97193496466,"Is it an herbivore?","deer","is-it-an-herbivore","yes","nonvisual",0.5625
"is-it-black:raccoon",-0.111111111111111,0.388888888888889,-0.285714285714286,0.782355278822183,"ambiguous",NA,9,-0.666666666667,4,1.25,4,1.75,5,1.4,9,-0.111111111111,1.87315672891,0.349181240062,0.50677030958,-0.0462517243918,-0.907594211153,"Is it black?","raccoon","is-it-black","no","visual",0.545454545455
"is-it-brown:giraffe",0.6,0.371184290855335,1.61644771824097,0.140452970878294,"ambiguous",NA,10,-0.6,7,3,7,3.42857142857,3,1,10,0.6,2.04509858861,3.02912538364,3.14716581503,0.426580800492,-1.37747650511,"Is it brown?","giraffe","is-it-brown","yes","visual",0.5
"is-it-comfortable:chair",0.181818181818182,0.121967344227261,1.49071198499986,0.166889595816397,"ambiguous",NA,11,-1.45454545455,4,0,4,1.25,7,1.71428571429,11,0.181818181818,-0.158883431126,-1.56506457678,-0.279730479278,0.148523037279,-0.53840098019,"Is it comfortable?","chair","is-it-comfortable","yes","nonvisual",0.466666666667
"is-it-comfortable:chicken",-0.333333333333333,0.188025358272589,-1.77281052085584,0.103915722663214,"ambiguous",NA,12,-0.333333333333,5,0.6,5,1.4,7,4,12,-0.333333333333,2.73286602739,-0.646226584695,-0.0437802426203,-0.194011888418,2.14664069954,"Is it comfortable?","chicken","is-it-comfortable","no","nonvisual",0.555555555556
"is-it-fast:bike",0.5,0.327326835353989,1.52752523165195,0.170470660787054,"ambiguous",NA,8,-1,4,1,4,1.25,4,1.75,8,0.5,1.01344743043,-0.033667923306,-0.279730479278,0.36008872668,-0.496447203944,"Is it fast?","bike","is-it-fast","yes","nonvisual",0.666666666667
"is-it-green:alligator",0.571428571428571,0.48092880658867,1.18817705157201,0.279658290904658,"ambiguous",NA,7,-1.28571428571,4,0.75,4,1,3,2,7,0.571428571429,0.276553746025,-0.416517086674,-0.672980873707,0.407583065117,-0.202770770223,"Is it green?","alligator","is-it-green","yes","visual",0.571428571429
"is-it-healthy:banana",1.125,0.479490056503484,2.34624260658015,0.051370767147629,"ambiguous",NA,8,-1.125,6,1.33333333333,6,1,2,5,8,1.125,0.691056443505,0.476797627851,-0.672980873707,0.775664188004,3.32134643443,"Is it healthy?","banana","is-it-healthy","yes","nonvisual",0.285714285714
"is-it-hunted-by-people:grasshopper",-0.444444444444444,0.242161052418926,-1.83532587096449,0.103786491586271,"ambiguous",NA,9,-0.777777777778,4,1.75,4,0.25,5,3.2,9,-0.444444444444,1.58658696275,1.1148795668,-1.85273205699,-0.267891970431,1.20687611164,"Is it hunted by people?","grasshopper","is-it-hunted-by-people","no","nonvisual",0.666666666667
"is-it-hunted-by-people:mouse",-0.142857142857143,0.459221464809188,-0.311085508419128,0.766260065759348,"ambiguous",NA,7,-1.42857142857,5,1,5,1,2,1.5,7,-0.142857142857,-0.0918930961799,-0.033667923306,-0.672980873707,-0.0673603192526,-0.790123637665,"Is it hunted by people?","mouse","is-it-hunted-by-people","no","nonvisual",0.470588235294
"is-it-hunted-by-people:rabbit",0.8,0.38873012632302,2.05798302171011,0.0697073753695526,"ambiguous",NA,10,-0.8,4,1,4,1.5,6,3.33333333333,10,0.8,1.52927300952,-0.033667923306,0.113519915151,0.559564948115,1.36350354295,"Is it hunted by people?","rabbit","is-it-hunted-by-people","yes","nonvisual",0.666666666667
"is-it-juicy:bottle",-0.888888888888889,0.484322104837853,-1.83532587096449,0.103786491586271,"ambiguous",NA,9,-1.44444444444,4,0.25,4,1.25,5,3.2,9,-0.888888888889,-0.132831634203,-1.18221541341,-0.279730479278,-0.563412298483,1.20687611164,"Is it juicy?","bottle","is-it-juicy","no","nonvisual",0.357142857143
"is-it-long:carrot",0.666666666666667,0.333333333333333,2,0.0708039550680346,"ambiguous",NA,12,-1.33333333333,8,0.625,8,2.25,4,1,12,0.666666666667,0.153738131956,-0.607941668358,1.29327109844,0.4709088497,-1.37747650511,"Is it long?","carrot","is-it-long","yes","visual",0.25
"is-it-long:grasshopper",-0.5,0.313822957230424,-1.59325501363138,0.139409983882074,"ambiguous",NA,12,-1.41666666667,5,1,5,1.2,7,1.28571428571,12,-0.5,-0.0611891926628,-0.033667923306,-0.358380558163,-0.304832011437,-1.04184629514,"Is it long?","grasshopper","is-it-long","no","visual",0.666666666667
"is-it-made-of-glass:bottle",0.571428571428571,0.29738085706659,1.92153784566105,0.10304617317954,"ambiguous",NA,7,-1.42857142857,4,1.25,4,2,3,1.33333333333,7,0.571428571429,-0.0918930961799,0.349181240062,0.900020704009,0.407583065117,-0.985907926812,"Is it made of glass?","bottle","is-it-made-of-glass","yes","visual",0.357142857143
"is-it-made-of-metal:bike",1.16666666666667,0.477260702109212,2.44450603519352,0.0583293028062625,"ambiguous",NA,6,-1.5,4,0.25,4,1.25,2,2,6,1.16666666667,-0.276116517282,-1.18221541341,-0.279730479278,0.803369218759,-0.202770770223,"Is it made of metal?","bike","is-it-made-of-metal","yes","visual",0.666666666667
"is-it-muddy:pig",0.461538461538462,0.291226069015399,1.58481163138612,0.138994427515876,"ambiguous",NA,13,-1.07692307692,6,1.33333333333,6,1.5,7,2.14285714286,13,0.461538461538,0.815052976939,0.476797627851,0.113519915151,0.334514852137,-0.0349556652401,"Is it muddy?","pig","is-it-muddy","yes","visual",0.578947368421
"is-it-nocturnal:raccoon",1.2,0.489897948556636,2.44948974278318,0.0704839969102199,"ambiguous",NA,5,-0.8,5,2,5,1.6,NA,NA,5,1.2,1.52927300952,1.49772873017,0.270820072923,0.825533243362,NA,"Is it nocturnal?","raccoon","is-it-nocturnal","yes","nonvisual",0.545454545455
"is-it-orange:chair",-0.5,0.341565025531987,-1.4638501094228,0.203110663720055,"ambiguous",NA,6,-1.33333333333,4,0,4,2.25,2,4,6,-0.5,0.153738131956,-1.56506457678,1.29327109844,-0.304832011437,2.14664069954,"Is it orange?","chair","is-it-orange","no","visual",0.466666666667
"is-it-prickly:pineapple",1,0.462910049886276,2.16024689946929,0.06758329382337,"ambiguous",NA,8,-1.5,4,0.5,4,1.25,4,1.25,8,1,-0.276116517282,-0.799366250042,-0.279730479278,0.692549095739,-1.08380007139,"Is it prickly?","pineapple","is-it-prickly","yes","nonvisual",0.3125
"is-it-red:apple",0.333333333333333,0.159363814577919,2.09165006633519,0.0551784932372366,"ambiguous",NA,15,-1.33333333333,8,0.625,8,2.625,7,1.42857142857,15,0.333333333333,0.153738131956,-0.607941668358,1.88314669008,0.249268603661,-0.874031190157,"Is it red?","apple","is-it-red","yes","visual",0.235294117647
"is-it-round:table",-0.125,0.125,-1,0.350616662820207,"ambiguous",NA,8,-1.625,6,0.833333333333,6,1.83333333333,2,1,8,-0.125,-0.598507504211,-0.288900698885,0.63785377439,-0.0554867346434,-1.37747650511,"Is it round?","table","is-it-round","no","visual",0.6
"is-it-smelly:deer",-0.6,0.509901951359279,-1.1766968108291,0.304558784680535,"ambiguous",NA,5,-1.8,4,1.25,4,0.75,1,1,5,-0.6,-1.04985488591,0.349181240062,-1.06623126814,-0.371324085249,-1.37747650511,"Is it smelly?","deer","is-it-smelly","no","nonvisual",0.5625
"is-it-unable-to-fly:grasshopper",0,0.447213595499958,0,1,"ambiguous",NA,6,-0.833333333333,5,1.4,5,1.8,1,3,6,0,1.44330207967,0.578890738083,0.585420388466,0.0276283576213,0.97193496466,"Is it unable to fly?","grasshopper","is-it-unable-to-fly","no","nonvisual",0.666666666667
"is-it-used-for-protection:dog",0.454545454545455,0.312282982496685,1.45555627434895,0.176179271617018,"ambiguous",NA,11,-1.18181818182,6,0.666666666667,6,1.16666666667,5,2.4,11,0.454545454545,0.54451508581,-0.544133474463,-0.410813944087,0.329865056766,0.26711152373,"Is it used for protection?","dog","is-it-used-for-protection","yes","nonvisual",0.642857142857
"is-it-used-for-racing:bike",0.625,0.53243041128127,1.17386232408469,0.2788371382102,"ambiguous",NA,8,-1.5,6,1,6,1.33333333333,2,1.5,8,0.625,-0.276116517282,-0.033667923306,-0.148647014468,0.443203818945,-0.790123637665,"Is it used for racing?","bike","is-it-used-for-racing","yes","nonvisual",0.666666666667
"is-it-used-in-circuses:chair",0.3,0.152752523165195,1.96396101212393,0.0811261888458406,"ambiguous",NA,10,-0.5,7,0.714285714286,7,1.57142857143,3,4,10,0.3,2.30301137815,-0.471209824298,0.225877170702,0.227104579057,2.14664069954,"Is it used in circuses?","chair","is-it-used-in-circuses","yes","nonvisual",0.466666666667
"is-it-used-in-experiments:apple",-0.285714285714286,0.359515925489083,-0.794719414239026,0.457051647837469,"ambiguous",NA,7,-0.714285714286,5,0.2,5,0.4,2,2.5,7,-0.285714285714,1.75034111484,-1.25878524608,-1.61678182034,-0.162348996127,0.384582097218,"Is it used in experiments?","apple","is-it-used-in-experiments","no","nonvisual",0.235294117647
"is-it-worn-in-winter:jacket",0.888888888888889,0.484322104837853,1.83532587096449,0.103786491586271,"ambiguous",NA,9,-1.77777777778,6,0.5,6,1.66666666667,3,2.66666666667,9,0.888888888889,-0.99254093268,-0.799366250042,0.375686844771,0.618669013726,0.580366386366,"Is it worn in winter?","jacket","is-it-worn-in-winter","yes","nonvisual",0.428571428571
"is-it-yellow:chicken",-0.6,0.305505046330389,-1.96396101212393,0.0811261888458405,"ambiguous",NA,10,-0.8,5,1,5,2.2,5,3,10,-0.6,1.52927300952,-0.033667923306,1.21462101955,-0.371324085249,0.97193496466,"Is it yellow?","chicken","is-it-yellow","no","visual",0.555555555556
"is-it-yellow:pineapple",0.833333333333334,0.477260702109212,1.74607573942395,0.141234773176261,"ambiguous",NA,6,-1.33333333333,3,0,3,2,3,1,6,0.833333333333,0.153738131956,-1.56506457678,0.900020704009,0.581728972719,-1.37747650511,"Is it yellow?","pineapple","is-it-yellow","yes","visual",0.3125
